
 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set SOLID_1_1_SOLID_ELSET and time  0.1000000E+01

         1   1 -2.648407E+07  5.036759E+05  3.298690E+07  3.366997E+07  2.473462E+07  2.656917E+07
         1   2 -6.541873E+07 -8.363274E+06  7.265302E+06  2.596313E+07  4.934251E+07  6.604268E+07
         1   3  1.976249E+07  2.357024E+07  2.850866E+07  1.662502E+07  4.306702E+07 -1.735993E+07
         1   4 -1.848369E+07  1.942304E+07  1.326981E+07  7.938379E+06  5.028120E+07  1.039244E+06
         1   5 -1.580316E+08  1.205587E+07 -3.011696E+06 -1.405159E+07  2.181317E+07  1.669565E+07
         1   6 -2.309431E+08 -3.401031E+07 -5.008613E+07 -3.593015E+07  4.843171E+07  5.828458E+07
         1   7 -9.221502E+07  2.085867E+07 -5.898064E+06 -2.701663E+07  3.728219E+07 -2.511680E+07
         1   8 -1.689781E+08 -2.537527E+07 -4.531800E+07 -5.175911E+07  4.677964E+07 -4.327312E+06
         2   1  7.748493E+06 -1.227627E+07  1.461760E+07  4.033069E+07 -1.093331E+08  2.391100E+07
         2   2  3.145163E+07  2.912345E+06 -5.989482E+06  2.571000E+07  1.418317E+07 -5.320653E+07
         2   3 -6.004186E+05  4.018685E+06  2.977807E+07  3.834352E+07 -5.626075E+07  5.772496E+07
         2   4  1.003085E+07  9.415123E+06 -1.657110E+07  2.349398E+07  4.887914E+07 -2.317954E+07
         2   5  8.823431E+06  3.457811E+06  1.966031E+07  1.080658E+07 -9.649291E+07  2.978662E+07
         2   6  1.543906E+06 -6.103173E+06 -1.766645E+07  6.888974E+06  2.048032E+07 -4.249423E+07
         2   7  1.198240E+07  1.322008E+07  3.631333E+07  1.027412E+07 -3.882611E+07  6.843444E+07
         2   8 -6.774654E+06 -6.939639E+06 -2.651918E+07  6.295193E+06  6.039372E+07 -7.005214E+06
         3   1 -8.823431E+06 -3.457811E+06 -1.966031E+07 -1.080658E+07 -9.649291E+07  2.978662E+07
         3   2 -1.543906E+06  6.103173E+06  1.766645E+07 -6.888974E+06  2.048032E+07 -4.249423E+07
         3   3 -1.198240E+07 -1.322008E+07 -3.631333E+07 -1.027412E+07 -3.882611E+07  6.843444E+07
         3   4  6.774654E+06  6.939639E+06  2.651918E+07 -6.295193E+06  6.039372E+07 -7.005215E+06
         3   5 -7.748493E+06  1.227627E+07 -1.461760E+07 -4.033069E+07 -1.093331E+08  2.391100E+07
         3   6 -3.145163E+07 -2.912345E+06  5.989481E+06 -2.571000E+07  1.418317E+07 -5.320653E+07
         3   7  6.004184E+05 -4.018685E+06 -2.977807E+07 -3.834352E+07 -5.626075E+07  5.772496E+07
         3   8 -1.003086E+07 -9.415123E+06  1.657110E+07 -2.349398E+07  4.887914E+07 -2.317954E+07
         4   1  2.648407E+07 -5.036760E+05 -3.298690E+07 -3.366997E+07  2.473462E+07  2.656917E+07
         4   2 -1.976249E+07 -2.357024E+07 -2.850866E+07 -1.662502E+07  4.306702E+07 -1.735993E+07
         4   3  6.541873E+07  8.363274E+06 -7.265303E+06 -2.596313E+07  4.934251E+07  6.604268E+07
         4   4  1.848369E+07 -1.942304E+07 -1.326981E+07 -7.938379E+06  5.028120E+07  1.039244E+06
         4   5  1.580316E+08 -1.205587E+07  3.011696E+06  1.405159E+07  2.181317E+07  1.669565E+07
         4   6  9.221502E+07 -2.085867E+07  5.898064E+06  2.701663E+07  3.728219E+07 -2.511680E+07
         4   7  2.309431E+08  3.401031E+07  5.008612E+07  3.593015E+07  4.843171E+07  5.828458E+07
         4   8  1.689781E+08  2.537527E+07  4.531800E+07  5.175911E+07  4.677964E+07 -4.327312E+06
         5   1 -1.833458E+07 -3.765093E+07  1.084945E+08  5.113129E+07 -1.249684E+08 -7.914629E+06
         5   2 -2.556017E+07  1.383994E+07  3.273850E+08  8.249550E+07 -2.495410E+08  1.065446E+08
